cbsa,name,households_income_lt_10k,households_income_10k_15k,households_income_15k_20k,households_income_20k_25k,households_income_25k_30k,households_income_30k_35k,households_income_35k_40k,households_income_40k_45k,households_income_45k_50k,households_income_50k_60k,households_income_60k_75k,households_income_75k_100k,households_income_100k_125k,households_income_125k_150k,households_income_150k_200k,households_income_200k_plus,housing_units,occupied_housing_units,vacant_housing_units,housing_units_1_detached,housing_units_1_attached,housing_units_2,housing_units_3_4,housing_units_5_9,housing_units_10_19,housing_units_20_49,housing_units_50_plus,housing_units_mobile_home,housing_units_other,owner_households,owner_households_15_24,owner_households_25_34,owner_households_35_44,owner_households_45_54,owner_households_55_59,owner_households_60_64,owner_households_65_74,owner_households_75_84,owner_households_85_plus,renter_households,renter_households_15_24,renter_households_25_34,renter_households_35_44,renter_households_45_54,renter_households_55_59,renter_households_60_64,renter_households_65_74,renter_households_75_84,renter_households_85_plus,year,households_income_50k_to_100k,housing_units_multifamily_5plus,share_sf_detached,share_multifamily_5plus,vacancy_rate,households_25_44,owner_households_25_44,renter_households_25_44,share_households_25_44
10380,"Aguadilla-Isabela-San Sebasti?n, PR Metro Area",43451,14009,9173,6848,5015,4465,2977,2799,1986,2954,2132,1337,506,40,39,169,116507,97900,18607,90260.0,16335.0,1504.0,2143.0,2942.0,1569.0,886.0,812.0,56.0,0.0,71882,534,5689,11574,16028,8392,7678,12866,6899,2222,26018,1662,7752,7051,3389,1805,863,2212,890,394,2006,6423,6209.0,0.7747173989545693,0.053292935188443614,0.15970714206013373,32066,17263,14803,0.32753830439223697
10380,"Aguadilla-Isabela-San Sebasti?n, PR Metro Area",41690,13189,8572,7240,4322,4470,3882,2568,2680,2322,2376,1747,479,182,204,295,116130,96218,19912,88108.0,16038.0,3392.0,2006.0,3354.0,917.0,1105.0,856.0,354.0,0.0,73293,123,4926,11903,15359,8926,9420,12966,7680,1990,22925,711,4590,6261,4427,1903,1325,2280,1051,377,2007,6445,6232.0,0.7587014552656506,0.05366399724446741,0.17146301558598123,27680,16829,10851,0.2876800598640587
10380,"Aguadilla-Isabela-San Sebasti?n, PR Metro Area",35254,14333,9374,7311,5880,4389,3075,2315,1833,2444,2599,1403,298,30,195,30,115448,90763,24685,87702.0,14056.0,4910.0,2349.0,2656.0,2129.0,913.0,401.0,332.0,0.0,66747,233,3756,10292,12015,9353,8128,13550,6335,3085,24016,1029,6748,5361,3480,1834,1699,2555,960,350,2008,6446,6099.0,0.759666689765089,0.05282897928071513,0.21381920864804935,26157,14048,12109,0.28819012152529117
10380,"Aguadilla-Isabela-San Sebasti?n, PR Metro Area",35096,15256,10220,7667,5197,3974,2398,2468,1792,3129,2344,1416,398,100,104,246,115910,91805,24105,86497.0,15664.0,5761.0,1795.0,2961.0,1424.0,770.0,816.0,222.0,0.0,68535,211,3642,10312,13819,8155,8618,12895,7846,3037,23270,955,4379,5074,5417,1660,1435,2980,984,386,2009,6889,5971.0,0.746242774566474,0.051514105771719436,0.20796307479941334,23407,13954,9453,0.2549643265617341
10380,"Aguadilla-Isabela-San Sebasti?n, PR Metro Area",40367,15629,12486,8660,6401,5433,4479,3884,1874,3837,2234,1641,648,129,142,412,143248,108256,34992,106572.0,15450.0,8370.0,4587.0,3677.0,2700.0,1046.0,810.0,36.0,0.0,76275,88,5528,11986,16422,7522,10111,13682,8525,2411,31981,2316,8018,7547,6318,2113,1120,2827,1348,374,2010,7712,8233.0,0.7439685021780409,0.057473751815034065,0.24427566178934434,33079,17514,15565,0.30556274017144547
10380,"Aguadilla-Isabela-San Sebasti?n, PR Metro Area",37686,13979,12221,7881,6893,5370,4086,3545,2614,3138,2635,1673,498,570,138,115,132684,103042,29642,101346.0,11864.0,6652.0,4422.0,3849.0,2086.0,1815.0,501.0,149.0,0.0,70071,265,3769,11608,14868,7070,9216,13539,7861,1875,32971,2091,8402,6686,5364,1904,1918,3940,1408,1258,2011,7446,8251.0,0.7638147779687076,0.06218534261855235,0.22340297247595792,30465,15377,15088,0.29565614021466974
10380,"Aguadilla-Isabela-San Sebastián, PR Metro Area",34845,13926,10623,8825,6473,5188,4149,3170,2101,4393,3130,1799,156,209,416,71,133567,99474,34093,100003.0,14009.0,7540.0,4929.0,1948.0,2802.0,1011.0,1214.0,111.0,0.0,68002,475,3327,10170,13798,7334,8836,14130,7400,2532,31472,1567,6440,7273,5094,2644,2014,3852,1951,637,2012,9322,6975.0,0.7487103850501995,0.05222098272776959,0.25525017406994244,27210,13497,13713,0.2735388141624947
10380,"Aguadilla-Isabela, PR Metro Area",38804,15602,12325,11090,6576,6201,3388,4430,2265,3648,2005,2639,944,567,158,123,145621,110765,34856,110921.0,11830.0,8858.0,4579.0,4300.0,2157.0,1362.0,1350.0,264.0,0.0,73887,327,3409,10990,14622,7850,9262,16663,8757,2007,36878,2268,7360,8544,6733,2363,3383,3735,1715,777,2013,8292,9169.0,0.7617101928980023,0.06296481963453074,0.23936108116274438,30303,14399,15904,0.2735791992055252
10380,"Aguadilla-Isabela, PR Metro Area",35667,16011,11963,8498,6294,6380,4512,4005,2725,5135,4131,1144,1290,123,199,480,146009,108557,37452,107020.0,14668.0,11517.0,4459.0,2831.0,3247.0,931.0,1057.0,279.0,0.0,70468,77,3002,9205,12854,8363,8540,16940,8911,2576,38089,2313,7372,8812,6527,2754,2239,5291,1768,1013,2014,10410,8066.0,0.7329685156394469,0.05524316994157894,0.2565047360094241,28391,12207,16184,0.2615308086995772
10380,"Aguadilla-Isabela, PR Metro Area",38988,17322,11249,7524,5921,5256,5256,3682,3390,4034,3371,2179,975,160,132,147,146720,109586,37134,106607.0,17155.0,9196.0,4571.0,3588.0,2564.0,2058.0,837.0,144.0,0.0,72228,213,3143,9092,13601,7442,9846,16369,9519,3003,37358,1711,7533,7728,6289,2626,3356,5156,1597,1362,2015,9584,9047.0,0.7266016902944384,0.06166166848418757,0.25309432933478737,27496,12235,15261,0.2509079626959648
10380,"Aguadilla-Isabela, PR Metro Area",40351,16190,10165,9963,7018,5084,5327,3520,1868,4164,2768,1830,1335,248,231,254,145361,110316,35045,110740.0,13040.0,9184.0,2880.0,3453.0,3384.0,900.0,1295.0,485.0,0.0,73175,399,3207,9150,13304,7622,8970,18379,9401,2743,37141,2038,7329,8257,6626,2886,2157,4574,2524,750,2016,8762,9032.0,0.7618274502789607,0.06213496054650147,0.2410894256368627,27943,12357,15586,0.25329961202364115
10380,"Aguadilla-Isabela, PR Metro Area",38468,13925,11582,9340,6406,6320,5216,4842,2384,5084,3546,3022,1035,456,483,106,145196,112215,32981,109884.0,14452.0,7811.0,4050.0,3664.0,2379.0,1039.0,1146.0,771.0,0.0,72949,348,2477,9091,13321,8373,8992,17379,9921,3047,39266,899,7605,9593,6861,3935,2074,4569,2735,995,2017,11652,8228.0,0.7567977079258382,0.05666822777486983,0.22714813080250146,28766,11568,17198,0.2563471906607851
10380,"Aguadilla-Isabela, PR Metro Area",33109,15899,12482,9536,7693,5038,3494,4672,3126,5338,3229,2669,1390,568,538,750,147422,109531,37891,109399.0,15418.0,10208.0,3776.0,2588.0,2926.0,1420.0,1282.0,405.0,0.0,68721,281,2919,7854,13192,6991,9464,15536,9713,2771,40810,1158,7305,8125,7548,4315,3338,6179,2500,342,2018,11236,8216.0,0.7420805578543229,0.05573116631167668,0.257024053397729,26203,10773,15430,0.2392290766997471
10380,"Aguadilla-Isabela, PR Metro Area",35427,11306,12966,6619,6681,6296,3464,2239,2391,3915,3992,3291,1112,830,424,615,146411,101568,44843,108343.0,16720.0,9573.0,2927.0,2601.0,3043.0,1366.0,1488.0,350.0,0.0,68671,374,1754,9321,12016,6479,9336,16315,10590,2486,32897,1547,4762,6649,5530,2437,2464,6114,2688,706,2019,11198,8498.0,0.7399922136997903,0.05804208700165971,0.30628163184460183,22486,11075,11411,0.2213886263390044
10380,"Aguadilla-Isabela, PR Metro Area",30372,16093,11855,8209,8852,5203,4838,3726,2664,4613,4957,3799,875,730,135,651,143617,107572,36045,108755.0,15439.0,8372.0,4725.0,2043.0,2182.0,1459.0,495.0,147.0,0.0,71143,41,2222,6183,12337,7699,8863,17869,12290,3639,36429,1188,5620,7380,5382,3746,3855,5527,2984,747,2021,13369,6179.0,0.7572571492232814,0.043024154522096965,0.2509800371822277,21405,8405,13000,0.19898300673037594
10380,"Aguadilla-Isabela, PR Metro Area",30587,13362,14081,9458,9939,6602,5480,4756,3505,4905,4336,4369,2341,819,722,594,150063,115856,34207,109391.0,19111.0,7564.0,4088.0,3720.0,3126.0,1461.0,1507.0,95.0,0.0,76395,67,2607,9380,12934,8024,9711,17496,12579,3597,39461,1075,8368,6848,6804,3364,5055,4397,3150,400,2022,13610,9814.0,0.7289671671231416,0.06539919900308537,0.22795092727721022,27203,11987,15216,0.23480009667173043
10380,"Aguadilla, PR Metro Area",20954,12459,9586,5914,7675,3425,3930,3769,2779,6406,2866,4125,1998,1739,803,946,123999,89374,34625,88414.0,15754.0,8396.0,2969.0,2559.0,3419.0,1214.0,1078.0,196.0,0.0,59197,69,1417,5776,10132,5705,7194,14057,11647,3200,30177,951,5012,6421,4612,2806,3366,3778,2629,602,2023,13397,8270.0,0.7130218792087033,0.06669408624263098,0.27923612287195865,18626,7193,11433,0.20840512900843647
10380,"Aguadilla, PR Metro Area",17885,11020,7740,7590,6720,5667,5908,3587,2853,4292,3954,3711,1923,1022,1638,728,126694,86238,40456,93176.0,13381.0,8599.0,2739.0,3914.0,3214.0,675.0,748.0,248.0,0.0,62076,83,3318,5929,11773,4056,7245,14770,12104,2798,24162,1476,4904,4664,3374,2548,1968,3203,1639,386,2024,11957,8551.0,0.7354412995090533,0.06749333038660078,0.31932056766697714,18815,9247,9568,0.2181752823581252
10420,"Akron, OH Metro Area",22640,17567,16424,16149,18529,15554,16701,15370,12037,23695,29084,32318,18064,8113,8388,5783,304460,276416,28044,209587.0,15972.0,15461.0,10613.0,14893.0,11153.0,6611.0,12447.0,7723.0,0.0,197496,2263,23756,41790,46503,20642,16559,23096,18216,4671,78920,13909,18882,14862,11701,4767,2990,4745,3923,3141,2005,85097,45104.0,0.6883892793798857,0.1481442554030086,0.09211062208500295,99290,65546,33744,0.35920496642741373
10420,"Akron, OH Metro Area",25842,15553,15446,15844,17020,19409,16318,16377,12042,23411,29384,35146,15544,9195,8079,6227,306654,280837,25817,215083.0,13014.0,16680.0,9918.0,15581.0,11249.0,5979.0,11819.0,7331.0,0.0,196646,1395,21505,40552,46742,23492,14348,24523,18211,5878,84191,13065,20384,16164,15412,4867,4337,3793,3780,2389,2006,87941,44628.0,0.7013865790108722,0.14553209806492007,0.08418934695128712,98605,62057,36548,0.35111114276252775
10420,"Akron, OH Metro Area",23320,17329,14461,16925,14811,17830,14033,14055,11974,23097,31710,34818,20857,9192,9477,7780,308144,281669,26475,216458.0,16720.0,14607.0,9797.0,15697.0,11647.0,3853.0,12971.0,6394.0,0.0,196521,1797,22479,37578,47979,22257,17521,23323,18238,5349,85148,14332,20731,14707,15525,4876,4312,4747,4005,1913,2007,89625,44168.0,0.7024572926943248,0.1433355833636222,0.08591762292953943,95495,60057,35438,0.339032694403715
10420,"Akron, OH Metro Area",22119,16214,13823,19245,15703,15286,11682,15129,11549,25684,30535,32300,21632,10287,10738,9805,308993,281731,27262,214219.0,16840.0,13617.0,12141.0,14276.0,12255.0,6621.0,11835.0,7128.0,61.0,193153,2058,19077,36772,46605,21399,18269,25846,16990,6137,88578,13000,23470,16428,15748,6010,3744,4766,3123,2289,2008,88519,44987.0,0.6932810775648639,0.14559229497108347,0.08822853592152573,95747,55849,39898,0.3398525543869862
10420,"Akron, OH Metro Area",29240,16714,14037,14759,16010,12995,15017,15032,15649,23785,32088,33987,18457,9416,8436,6147,309600,281769,27831,215375.0,19376.0,12612.0,10197.0,15166.0,10815.0,5198.0,13692.0,7169.0,0.0,191679,1389,20183,33482,47919,19413,19746,26488,17477,5582,90090,15297,18065,18661,15674,6034,4593,5303,4241,2222,2009,89860,44871.0,0.695655684754522,0.14493217054263566,0.08989341085271318,90391,53665,36726,0.3207982425320032
10420,"Akron, OH Metro Area",23709,18000,17295,16106,15901,15845,14983,14620,13316,23978,28892,32707,17894,10891,10363,7023,312600,281523,31077,216310.0,19092.0,11459.0,12364.0,13764.0,12736.0,6373.0,13153.0,7349.0,0.0,194366,1938,18350,32935,46832,23123,19131,26196,19251,6610,87157,13385,18746,14068,15705,6733,4905,6483,3961,3171,2010,85577,46026.0,0.6919705694177863,0.14723608445297504,0.09941458733205374,84099,51285,32814,0.29872870067454527
10420,"Akron, OH Metro Area",24804,16250,15432,16612,15162,17199,13276,12879,12799,24932,28460,31499,18177,11114,8083,8018,313023,274696,38327,215366.0,18194.0,12787.0,12973.0,14437.0,13031.0,4934.0,13658.0,7643.0,0.0,186106,1197,16856,30271,42412,20800,23827,25853,18336,6554,88590,12146,20443,16193,14877,7303,4754,5650,4472,2752,2011,84891,46060.0,0.6880197301795715,0.14714573689473298,0.1224414819358322,83763,47127,36636,0.30492981332090746
10420,"Akron, OH Metro Area",24365,17226,15948,14578,13677,13790,14547,12787,14189,24361,29992,33837,20789,11988,9358,9455,312864,280887,31977,219447.0,18222.0,13261.0,10316.0,14801.0,13007.0,4129.0,13321.0,6360.0,0.0,188149,1220,16526,28755,43002,23421,20617,28995,18510,7103,92738,13351,22822,15854,16852,6817,5552,4602,3471,3417,2012,88190,45258.0,0.7014133936790427,0.14465710340595275,0.10220734888002454,83957,45281,38676,0.29889955747328995
10420,"Akron, OH Metro Area",22681,16301,15635,15401,15618,13442,13431,14240,13952,21936,29241,35825,20195,12492,10030,10904,312382,281324,31058,215734.0,17681.0,12471.0,12444.0,15481.0,13358.0,6145.0,12788.0,6280.0,0.0,185369,1495,16428,28727,42056,23461,20394,30046,16203,6559,95955,13093,22506,16500,14494,8133,5810,6729,4906,3784,2013,87002,47772.0,0.6906095741752085,0.15292814566780416,0.09942314217848659,84161,45155,39006,0.29916039868621236
10420,"Akron, OH Metro Area",22790,13746,15486,16014,15013,16327,12995,14553,13100,24339,29009,33425,21421,11971,13008,10167,313241,283364,29877,213856.0,15537.0,16119.0,12536.0,14628.0,13273.0,6155.0,13104.0,7992.0,41.0,186105,1868,15500,27776,38247,23755,21855,32224,17412,7468,97259,12608,24295,16793,15312,7448,6378,6325,3753,4347,2014,86773,47160.0,0.6827203335450979,0.1505550039745755,0.09538023438821866,84364,43276,41088,0.29772306997360287
10420,"Akron, OH Metro Area",21165,15013,15395,15926,15034,15022,15671,13622,9456,22437,28813,32122,24264,14271,13570,10675,313518,282456,31062,215636.0,18820.0,12473.0,11621.0,16010.0,13816.0,6999.0,10740.0,7403.0,0.0,184981,1318,17651,25035,39950,21359,22308,31496,16939,8925,97475,13889,24142,16400,14689,8105,6235,7968,3511,2536,2015,83372,47565.0,0.6877946401801491,0.15171377719939524,0.09907565115878514,83228,42686,40542,0.2946582830600164
10420,"Akron, OH Metro Area",19635,16661,14474,17611,14763,15055,13089,14749,11024,25143,28143,36697,19261,14015,12275,12075,313633,284670,28963,216888.0,17473.0,14679.0,12557.0,14919.0,11038.0,5212.0,13200.0,7596.0,71.0,186734,1846,16472,26281,38331,23652,22387,33929,16685,7151,97936,11802,23925,14760,17012,7450,5918,8853,4796,3420,2016,89983,44369.0,0.6915343729773333,0.1414678940035009,0.0923467874872861,81438,42753,38685,0.2860786173464011
10420,"Akron, OH Metro Area",20409,14316,14427,13326,12692,14395,13877,12488,12825,24264,30127,39886,24401,14920,13943,12986,315099,289282,25817,218628.0,17550.0,14532.0,10468.0,14957.0,11403.0,7141.0,13899.0,6450.0,71.0,193075,1378,17640,25945,38495,24673,24248,35331,18654,6711,96207,13476,22452,16857,15211,6328,6312,8000,3804,3767,2017,94277,47400.0,0.693839079146554,0.1504289128178763,0.08193297979365215,82894,43585,39309,0.28655083966510186
10420,"Akron, OH Metro Area",16680,12475,13736,15466,12048,13564,12807,12949,10826,22928,27872,40304,27536,16363,17161,14329,315526,287044,28482,217704.0,17689.0,12617.0,12626.0,12975.0,13435.0,7858.0,13174.0,7448.0,0.0,195036,1520,19616,28651,37562,23541,22893,35646,17649,7958,92008,11444,22057,13052,14431,7200,7296,9833,4644,2051,2018,91104,47442.0,0.6899716663602999,0.15035844906600407,0.09026831386319986,83376,48267,35109,0.29046417970764066
10420,"Akron, OH Metro Area",18878,11943,13086,14086,13093,16974,13041,12472,13581,21780,30843,35045,23055,15003,16296,16471,316217,285647,30570,219252.0,16379.0,13124.0,10814.0,16498.0,12021.0,6019.0,15673.0,6387.0,50.0,188848,1864,17338,25184,35582,21735,22964,37801,19256,7124,96799,9928,24961,15817,14225,6378,6612,9397,4711,4770,2019,87668,50211.0,0.6933593070581278,0.15878652950347388,0.0966741193547469,83300,42522,40778,0.29161867619824466
10420,"Akron, OH Metro Area",20419,12467,11502,13764,11251,14000,11178,13086,10953,20136,30771,36295,26794,17793,19824,21923,317783,292156,25627,222967.0,17008.0,12693.0,12513.0,14485.0,10987.0,6933.0,12949.0,6961.0,287.0,197962,2016,18633,29294,35408,20893,25915,39290,19096,7417,94194,11202,23428,16677,12397,5535,8045,9449,4860,2601,2021,87202,45354.0,0.7016328752639379,0.14272003222324667,0.0806430803409874,88032,47927,40105,0.3013184736921371
10420,"Akron, OH Metro Area",16187,12463,10691,12120,11961,12548,10205,13181,11000,22360,29638,40896,26308,19479,23622,22249,318589,294908,23681,222534.0,19649.0,12163.0,9219.0,13528.0,11199.0,8151.0,14989.0,6940.0,217.0,201958,1644,19928,31858,35081,20525,25226,39231,21136,7329,92950,10990,25696,15016,11834,5240,6725,10916,4170,2363,2022,92894,47867.0,0.698498692673005,0.15024686979148683,0.07433087771391982,92498,51786,40712,0.313650358755951
10420,"Akron, OH Metro Area",15552,10300,9136,13028,12979,11362,12470,10722,12750,21946,28753,36926,29693,21049,22881,28646,321142,298193,22949,225668.0,17788.0,12256.0,13530.0,11945.0,12604.0,7134.0,15186.0,5031.0,0.0,203203,1742,21242,28918,34307,21355,24058,43714,20521,7346,94990,12359,23431,16089,13564,5863,6381,8936,4638,3729,2023,87625,46869.0,0.7027047225215014,0.1459447845501367,0.07146059998380778,89680,50160,39520,0.30074481963023947
10420,"Akron, OH Metro Area",16655,9332,10709,9285,9325,12479,11794,13535,11130,22900,30355,40834,31126,23835,25577,24272,321578,303143,18435,224366.0,19308.0,11296.0,11945.0,11655.0,11325.0,7509.0,16898.0,7276.0,0.0,206847,1842,24021,32692,34179,19757,22691,42406,22427,6832,96296,13258,20438,16848,13302,4807,7383,11857,6064,2339,2024,94089,47387.0,0.6977032010896268,0.14735771725677752,0.057326682795464864,93999,56713,37286,0.31008138073450486
10460,"Alamogordo, NM Micro Area",2098,2715,1916,2320,1958,1439,2462,984,500,1712,2650,2221,1072,592,233,440,31062,25312,5750,19039.0,950.0,1224.0,953.0,340.0,473.0,84.0,0.0,7442.0,557.0,16022,582,1308,1500,3743,878,2036,4045,1464,466,9290,1126,2505,1897,2007,434,759,472,0,90,2011,6583,897.0,0.6129354194836134,0.028877728414139464,0.18511364368038116,7210,2808,4402,0.2848451327433628
10460,"Alamogordo, NM Micro Area",1925,1728,2589,1175,1296,1454,1069,953,1396,2371,1912,2022,1201,611,714,353,31010,22769,8241,20196.0,829.0,396.0,379.0,637.0,271.0,158.0,0.0,7993.0,151.0,14608,33,1383,1465,3063,1294,2411,2991,1603,365,8161,684,2498,2179,1593,441,277,143,170,176,2012,6305,1066.0,0.6512737826507579,0.03437600773943889,0.2657529829087391,7525,2848,4677,0.33049321445825464
10460,"Alamogordo, NM Micro Area",2815,1297,1976,1269,1035,815,919,1735,1550,2117,2697,2641,1076,666,434,134,30775,23176,7599,20799.0,1038.0,226.0,921.0,73.0,311.0,86.0,0.0,7291.0,30.0,15246,282,729,1738,2752,1974,1973,3185,1963,650,7930,988,2028,1843,1204,304,272,1006,235,50,2013,7455,470.0,0.6758407798537774,0.015272136474411047,0.2469212022745735,6338,2467,3871,0.2734725578184329
10460,"Alamogordo, NM Micro Area",1414,2189,2065,1225,1259,617,1726,2050,1528,2021,2220,2948,1078,624,65,161,30969,23190,7779,20043.0,1102.0,392.0,435.0,347.0,412.0,47.0,0.0,7990.0,201.0,14777,0,1237,2140,2677,1855,1391,3375,1758,344,8413,1610,2822,1069,1425,400,490,242,169,186,2014,7189,806.0,0.6471955826794537,0.026026026026026026,0.2511866705415092,7268,3377,3891,0.31341095299698146
10460,"Alamogordo, NM Micro Area",3189,2010,1752,1817,1318,1539,1141,680,1121,1510,2820,2899,1040,510,486,87,30925,23919,7006,17129.0,1086.0,292.0,934.0,330.0,122.0,123.0,0.0,10839.0,70.0,15499,158,1659,2465,2235,1785,1201,3684,1819,493,8420,1131,1796,1806,1181,511,663,487,476,369,2015,7229,575.0,0.5538884397736459,0.018593371059013743,0.22654810024252223,7726,4124,3602,0.323006814666165
10460,"Alamogordo, NM Micro Area",1756,1182,2208,1369,1285,1393,1121,1145,1310,1695,2522,2784,894,603,366,751,30916,22384,8532,19210.0,534.0,433.0,2034.0,426.0,449.0,111.0,0.0,7611.0,108.0,15152,91,1785,1171,2427,2034,1782,3113,2420,329,7232,1534,1834,1416,558,869,312,332,305,72,2016,7001,986.0,0.6213611075171432,0.0318928710053047,0.2759736058998577,6206,2956,3250,0.27725160829163686
10460,"Alamogordo, NM Micro Area",2313,700,1127,960,2052,2218,545,2020,1153,2120,1549,3159,1302,1195,403,191,31733,23007,8726,19010.0,617.0,1056.0,1681.0,389.0,242.0,56.0,85.0,8522.0,75.0,14057,322,1227,1379,2513,2698,1358,2529,1327,704,8950,1013,2236,2559,613,508,940,505,351,225,2017,6828,772.0,0.5990609145054044,0.02432798663851511,0.2749818800617653,7401,2606,4795,0.32168470465510496
10460,"Alamogordo, NM Micro Area",3588,1307,939,1512,1463,943,1257,1299,1354,2870,1813,2649,1432,220,778,323,31843,23747,8096,20426.0,1271.0,348.0,784.0,179.0,335.0,119.0,112.0,8158.0,111.0,15781,200,1098,2172,2221,1992,2266,3401,2010,421,7966,831,3672,1203,522,328,607,492,137,174,2018,7332,745.0,0.6414596614640581,0.023396036805577364,0.2542474013126904,8145,3270,4875,0.34299069356129197
10460,"Alamogordo, NM Micro Area",1589,1040,1652,2697,2435,1802,922,1225,1341,1725,2594,2371,934,624,773,409,31945,24133,7812,20711.0,1752.0,167.0,476.0,415.0,509.0,0.0,67.0,7680.0,168.0,15286,234,1170,2003,3001,2036,1028,3124,2436,254,8847,1543,2114,2010,1092,607,415,647,393,26,2019,6690,991.0,0.6483330724683048,0.03102206918140554,0.24454531225543905,7297,3173,4124,0.30236605477976214
10460,"Alamogordo, NM Micro Area",1670,1542,1103,1167,940,1231,1680,1083,1130,1869,2927,3133,1921,811,1168,659,32334,24034,8300,18969.0,919.0,442.0,778.0,634.0,40.0,332.0,58.0,10162.0,0.0,16348,230,1514,2328,2790,1656,2067,3119,2054,590,7686,722,2850,1296,1080,616,517,428,177,0,2021,7929,1064.0,0.586658007051401,0.032906538009525574,0.2566957382322014,7988,3842,4146,0.3323624864774902
10460,"Alamogordo, NM Micro Area",1033,1664,806,720,909,1691,1077,2615,1016,2276,2327,2236,2684,1400,1979,530,32476,24963,7513,19257.0,1037.0,474.0,957.0,920.0,170.0,28.0,131.0,9448.0,54.0,17283,256,1891,2682,2659,2025,1717,3386,1923,744,7680,1002,2806,1049,789,99,481,1105,97,252,2022,6839,1249.0,0.5929609557827319,0.03845916984850351,0.23134006651065403,8428,4573,3855,0.33761967712214075
